"","year","state","industry","unioncovpct_ind","state_cens","sector","nobs","empl","member","covered","pctmem","pctcov","state2","unioncovpct_state","unioncovpct_combined","idvar","naics","robotpct_ind","robotpct_state","robotpct_combined","stateyear","medianhouseinc","unemprate","femalepct","manufemp","healthins","oldage","wage"
"686",2018,"New Hampshire","Textile mills",0.504827173426747,12,"Total",2451,664204.281541668,67707.44535,77092.4925,0.101937681436539,0.116067439317703,"NH",11.6067439317703,6.05578555259854,"New Hampshire-Textile mills-2018","313",10,20.5,15.25,"New Hampshire-2018",74.991,3.6,62.6,12.7,94.3,5.5,56.53
"687",2019,"New Hampshire","Textile mills",4.11147298291326,12,"Total",2412,677148.150516665,69475.5369,78585.2526666667,0.102600201964378,0.116053260862827,"NH",11.6053260862827,7.85839953459799,"New Hampshire-Textile mills-2019","313",9.6,18.4,14,"New Hampshire-2019",77.933,3,62.4,13.4,93.7,6.2,57.37
"688",2020,"New Hampshire","Textile mills",0,12,"Total",2061,629094.967125,61397.663725,69453.9632833333,0.0975968092679977,0.11040298640728,"NH",11.040298640728,5.520149320364,"New Hampshire-Textile mills-2020","313",9.4,21.7,15.55,"New Hampshire-2020",77.923,3.8,63.2,12.6,94,6.1,54.36
"689",2021,"New Hampshire","Textile mills",0,12,"Total",1916,643094.0624,64560.9367833334,72854.9092916667,0.100391127169132,0.113288104534149,"NH",11.3288104534149,5.66440522670746,"New Hampshire-Textile mills-2021","313",10.2,24.2,17.2,"New Hampshire-2021",88.465,3.6,62.1,12.5,94.9,6.9,49.64
"690",2018,"New Jersey","Textile mills",0.504827173426747,22,"Total",3270,3932704.80539166,587218.828066667,638845.504741667,0.149316787719727,0.162444308400154,"NJ",16.2444308400154,8.37462900672108,"New Jersey-Textile mills-2018","313",10,13.1,11.55,"New Jersey-2018",81.74,4.9,60.4,8,92.6,8,45.31
"691",2019,"New Jersey","Textile mills",4.11147298291326,22,"Total",3328,4095348.94790831,642233.02405,711781.634916667,0.156820103526115,0.173802435398102,"NJ",17.3802435398102,10.7458582613617,"New Jersey-Textile mills-2019","313",9.6,15.4,12.5,"New Jersey-2019",85.751,4.7,60.8,8,92.1,8.8,50.7
"692",2020,"New Jersey","Textile mills",0,22,"Total",2739,3726546.603375,598811.446,659079.2428,0.160688027739525,0.176860585808754,"NJ",17.6860585808754,8.8430292904377,"New Jersey-Textile mills-2020","313",9.4,11.1,10.25,"New Jersey-2020",85.245,5.8,60.6,8.1,92.4,8.4,54.4
"693",2021,"New Jersey","Textile mills",0,22,"Total",2582,3760600.345675,608805.238333334,672942.479558334,0.161890432238579,0.178945496678352,"NJ",17.8945496678352,8.94727483391762,"New Jersey-Textile mills-2021","313",10.2,14.9,12.55,"New Jersey-2021",89.296,8.1,60.7,8.2,92.8,9.4,51.39
"694",2018,"New Mexico","Textile mills",0.504827173426747,85,"Total",2455,812502.002658334,55336.205125,66315.7192083333,0.0681059285998344,0.081619143486023,"NM",8.1619143486023,4.33337076101452,"New Mexico-Textile mills-2018","313",10,13.7,11.85,"New Mexico-2018",47.169,6.1,52.1,4,90.5,13.3,NA
"695",2019,"New Mexico","Textile mills",4.11147298291326,85,"Total",2402,812061.751091667,57601.0449333334,71808.178225,0.0709318518638611,0.0884269922971725,"NM",8.84269922971725,6.47708610631526,"New Mexico-Textile mills-2019","313",9.6,8.2,8.9,"New Mexico-2019",51.945,5.5,53.5,4.1,90,13.5,NA
"696",2020,"New Mexico","Textile mills",0,85,"Total",1993,742334.736575,53133.9064833333,63753.2856666667,0.071576751768589,0.0858821272850037,"NM",8.58821272850037,4.29410636425018,"New Mexico-Textile mills-2020","313",9.4,6.4,7.9,"New Mexico-2020",51.243,6.6,53.7,4,90.5,12.4,NA
"697",2018,"New York","Textile mills",0.504827173426747,21,"Total",6427,8407048.88100833,1873880.013325,2028340.967175,0.222893908619881,0.241266697645187,"NY",24.1266697645187,12.3157484689727,"New York-Textile mills-2018","313",10,17.2,13.6,"New York-2018",67.844,5,58.6,5.8,94.6,11.8,51.43
"698",2019,"New York","Textile mills",4.11147298291326,21,"Total",6279,8258424.7814583,1732568.91989167,1876885.22732501,0.209794119000435,0.227269157767296,"NY",22.7269157767296,13.4191943798214,"New York-Textile mills-2019","313",9.6,18.4,14,"New York-2019",72.108,4.4,59.3,5.7,94.8,12,47.93
"699",2020,"New York","Textile mills",0,21,"Total",5174,7553914.65338331,1662695.613425,1785065.818425,0.220110461115837,0.236310034990311,"NY",23.6310034990311,11.8155017495155,"New York-Textile mills-2020","313",9.4,17.9,13.65,"New York-2020",71.117,5.7,58.7,6,94.6,11.5,49.57
"700",2021,"New York","Textile mills",0,21,"Total",4847,7769283.13168332,1727738.92303333,1868444.84978333,0.222380742430687,0.240491285920143,"NY",24.0491285920143,12.0245642960072,"New York-Textile mills-2021","313",10.2,22.7,16.45,"New York-2021",74.314,8.7,59,5.8,94.8,12.2,49.7
"701",2018,"North Carolina","Textile mills",0.504827173426747,56,"Total",3485,4329529.410175,117060.495625,172779.582883333,0.0270376950502396,0.0399072431027889,"NC",3.99072431027889,2.24777574185282,"North Carolina-Textile mills-2018","313",10,18.8,14.4,"North Carolina-2018",53.855,5,57.5,12.3,89.3,8.7,36.76
"702",2019,"North Carolina","Textile mills",4.11147298291326,56,"Total",3477,4397872.78299167,102365.912275,150499.263916667,0.0232762340456247,0.0342209227383137,"NC",3.42209227383137,3.76678262837231,"North Carolina-Textile mills-2019","313",9.6,21.3,15.45,"North Carolina-2019",57.341,4.6,57.6,11.8,88.7,9.1,37.06
"703",2020,"North Carolina","Textile mills",0,56,"Total",2873,4132720.56220834,130077.586275,161979.609475,0.0314750485122204,0.0391944274306297,"NC",3.91944274306297,1.95972137153149,"North Carolina-Textile mills-2020","313",9.4,22.7,16.05,"North Carolina-2020",56.642,5.4,57.5,12.1,89.3,9.2,38.27
"704",2021,"North Carolina","Textile mills",0,56,"Total",3175,4232401.52523334,108123.7851,142138.367075,0.0255466755479574,0.0335833840072155,"NC",3.35833840072155,1.67916920036077,"North Carolina-Textile mills-2021","313",10.2,25.4,17.8,"North Carolina-2021",61.972,5.8,57.3,11.9,89.6,10.2,40.37
"705",2018,"North Dakota","Textile mills",0.504827173426747,44,"Total",2498,342476.101841667,17907.25275,22993.219825,0.0522875972092152,0.0671381726861,"ND",6.71381726861,3.60932222101837,"North Dakota-Textile mills-2018","313",10,36.3,23.15,"North Dakota-2018",63.837,2.8,64.5,7,92.7,10.3,NA
"706",2019,"North Dakota","Textile mills",4.11147298291326,44,"Total",2570,355344.6683,21329.5523,26558.7480583333,0.0600249692797661,0.0747408121824265,"ND",7.47408121824265,5.79277710057795,"North Dakota-Textile mills-2019","313",9.6,37.5,23.55,"North Dakota-2019",64.577,2.6,65.2,6.6,93.1,8,NA
"707",2020,"North Dakota","Textile mills",0,44,"Total",2412,339024.938766666,21153.1194333333,24979.2837833333,0.062393993139267,0.0736797824501991,"ND",7.36797824501991,3.68398912250996,"North Dakota-Textile mills-2020","313",9.4,28.7,19.05,"North Dakota-2020",65.315,3.1,65.2,6.7,92.8,8.9,NA
"708",2021,"North Dakota","Textile mills",0,44,"Total",2437,349302.013741666,18786.9646666667,24206.0180666667,0.0537842996418476,0.0692982524633408,"ND",6.92982524633408,3.46491262316704,"North Dakota-Textile mills-2021","313",10.2,38.3,24.25,"North Dakota-2021",66.519,2.9,62.9,6.5,92.1,9.4,NA
"709",2018,"Ohio","Textile mills",0.504827173426747,31,"Total",4104,5053712.21864167,639908.854916667,722137.295625,0.126621544361115,0.142892450094223,"OH",14.2892450094223,7.39703609142452,"Ohio-Textile mills-2018","313",10,32.5,21.25,"Ohio-2018",56.111,4.9,59,15,93.5,8.6,46.21
"710",2019,"Ohio","Textile mills",4.11147298291326,31,"Total",3851,5125431.67365001,610337.923433332,672905.663091666,0.119080297648907,0.131287604570389,"OH",13.1287604570389,8.62011671997607,"Ohio-Textile mills-2019","313",9.6,34.5,22.05,"Ohio-2019",58.642,4.6,59.3,15.3,93.4,8.3,47.19
"711",2020,"Ohio","Textile mills",0,31,"Total",3363,4812986.17005832,634644.775066666,684227.024083333,0.131860911846161,0.142162680625916,"OH",14.2162680625916,7.10813403129578,"Ohio-Textile mills-2020","313",9.4,31.4,20.4,"Ohio-2020",58.116,5.3,58.9,15.1,93.8,8.2,47.4
"712",2021,"Ohio","Textile mills",0,31,"Total",3357,4970814.07481668,595828.398975001,647577.664133335,0.119865357875824,0.1302759796381,"OH",13.02759796381,6.51379898190498,"Ohio-Textile mills-2021","313",10.2,37.5,23.85,"Ohio-2021",62.262,5.4,58.7,14.9,93.5,9.5,45.6
"713",2018,"Oklahoma","Textile mills",0.504827173426747,73,"Total",2267,1585657.69125833,90113.5600916667,117567.247158333,0.0568303987383842,0.0741441547870636,"OK",7.41441547870636,3.95962132606655,"Oklahoma-Textile mills-2018","313",10,26.2,18.1,"Oklahoma-2018",51.924,4.4,56.1,9.7,85.8,8.7,30.96
"714",2019,"Oklahoma","Textile mills",4.11147298291326,73,"Total",2136,1554967.96734167,96603.810175,123351.13205,0.0621259175240993,0.0793271213769913,"OK",7.93271213769913,6.02209256030619,"Oklahoma-Textile mills-2019","313",9.6,25.5,17.55,"Oklahoma-2019",54.449,4.4,55.8,9.5,85.7,9.7,NA
"715",2020,"Oklahoma","Textile mills",0,73,"Total",1953,1499868.94884167,89848.0054416667,114180.630991667,0.0599039047956467,0.0761270746588707,"OK",7.61270746588707,3.80635373294353,"Oklahoma-Textile mills-2020","313",9.4,22,15.7,"Oklahoma-2020",53.84,5.1,56,9.6,85.6,8.7,55.04
"716",2021,"Oklahoma","Textile mills",0,73,"Total",1863,1548488.31320833,86590.7475166667,105737.042075,0.0559195354580879,0.0682840421795845,"OK",6.82840421795845,3.41420210897923,"Oklahoma-Textile mills-2021","313",10.2,23.7,16.95,"Oklahoma-2021",55.826,5.9,56.6,9.1,86.2,10.6,41.39
"717",2018,"Oregon","Textile mills",0.504827173426747,92,"Total",2274,1740902.429575,241150.429291667,255192.629425,0.138520359992981,0.146586403250694,"OR",14.6586403250694,7.58173374924809,"Oregon-Textile mills-2018","313",10,21.4,15.7,"Oregon-2018",63.426,5,58.1,11.3,92.9,7.9,NA
"718",2019,"Oregon","Textile mills",4.11147298291326,92,"Total",2343,1772417.64135833,254959.402633333,277031.384433333,0.14384837448597,0.156301409006119,"OR",15.6301409006119,9.87080694176257,"Oregon-Textile mills-2019","313",9.6,23.9,16.75,"Oregon-2019",67.058,5,58.6,11.1,92.8,8.1,NA
"719",2020,"Oregon","Textile mills",0,92,"Total",2174,1691570.6302,274074.863333333,291549.941533333,0.162023901939392,0.172354578971863,"OR",17.2354578971863,8.61772894859314,"Oregon-Textile mills-2020","313",9.4,22.4,15.9,"Oregon-2020",65.667,5.5,58.3,11.2,93.4,8,NA
"720",2021,"Oregon","Textile mills",0,92,"Total",2250,1782754.09699167,318006.937591667,335856.956316667,0.178379580378532,0.18839219212532,"OR",18.839219212532,9.41960960626602,"Oregon-Textile mills-2021","313",10.2,23.7,16.95,"Oregon-2021",71.562,6.4,57.5,10.8,93.9,9.3,NA
"721",2018,"Pennsylvania","Textile mills",0.504827173426747,23,"Total",4424,5582103.53509999,700129.924766666,747836.655966667,0.125424027442932,0.133970409631729,"PA",13.3970409631729,6.95093406829983,"Pennsylvania-Textile mills-2018","313",10,20.6,15.3,"Pennsylvania-2018",60.905,4.9,58.7,11.7,94.5,8.3,43.63
"722",2019,"Pennsylvania","Textile mills",4.11147298291326,23,"Total",4184,5641891.901425,676536.747100001,740493.284316667,0.119913101196289,0.131249114871025,"PA",13.1249114871025,8.61819223500788,"Pennsylvania-Textile mills-2019","313",9.6,24.5,17.05,"Pennsylvania-2019",63.463,4.5,58.6,11.5,94.2,8.3,44.69
"723",2020,"Pennsylvania","Textile mills",0,23,"Total",3597,5315775.60800001,718995.697758334,775815.512033334,0.135256975889206,0.145945876836777,"PA",14.5945876836777,7.29729384183884,"Pennsylvania-Textile mills-2020","313",9.4,21,15.2,"Pennsylvania-2020",63.627,5.4,58.5,11.6,94.4,8.2,45.28
"724",2021,"Pennsylvania","Textile mills",0,23,"Total",3684,5385635.85906666,692313.399141666,730850.161183333,0.128548130393028,0.135703593492508,"PA",13.5703593492508,6.7851796746254,"Pennsylvania-Textile mills-2021","313",10.2,25.2,17.7,"Pennsylvania-2021",68.957,6.4,58.4,11.8,94.5,9.6,50.18
"725",2018,"Rhode Island","Textile mills",0.504827173426747,15,"Total",1604,479726.554674999,83165.456825,88538.1714416667,0.173360124230385,0.184559658169746,"RI",18.4559658169746,9.48039649520069,"Rhode Island-Textile mills-2018","313",10,14.2,12.1,"Rhode Island-2018",64.34,5.5,60.1,10.9,95.9,11.2,41.1
"726",2019,"Rhode Island","Textile mills",4.11147298291326,15,"Total",1467,474069.851491667,82461.2318416667,90129.5682916667,0.1739432066679,0.190118744969368,"RI",19.0118744969368,11.561673739925,"Rhode Island-Textile mills-2019","313",9.6,20.7,15.15,"Rhode Island-2019",71.169,4.2,61.5,10.9,95.9,8.9,46.55
"727",2020,"Rhode Island","Textile mills",0,15,"Total",1269,455762.069108334,81098.1296416666,86861.6957916667,0.177939623594284,0.190585613250732,"RI",19.0585613250732,9.52928066253662,"Rhode Island-Textile mills-2020","313",9.4,11.8,10.6,"Rhode Island-2020",70.305,5.5,60.9,10.6,95.7,9.3,49.93
"728",2021,"Rhode Island","Textile mills",0,15,"Total",1235,474386.45055,74780.8298416667,83036.8672833334,0.157636940479279,0.175040557980537,"RI",17.5040557980537,8.75202789902687,"Rhode Island-Textile mills-2021","313",10.2,17.5,13.85,"Rhode Island-2021",74.008,7.7,61.4,10.2,95.7,9.8,49.35
"729",2018,"South Carolina","Textile mills",0.504827173426747,57,"Total",2381,2015923.22088334,55368.6806,71816.1617,0.0274656694382429,0.0356244519352913,"SC",3.56244519352913,2.03363618347794,"South Carolina-Textile mills-2018","313",10,24.4,17.2,"South Carolina-2018",52.306,5.3,56.3,13.4,89.5,9.5,37.88
"730",2019,"South Carolina","Textile mills",4.11147298291326,57,"Total",2410,2139649.36521667,47060.8313,58611.7187,0.0219946466386318,0.0273931417614222,"SC",2.73931417614222,3.42539357952774,"South Carolina-Textile mills-2019","313",9.6,23,16.3,"South Carolina-2019",56.227,4.7,56,13.7,89.2,10.1,39.39
"731",2020,"South Carolina","Textile mills",0,57,"Total",2091,2038737.788475,59148.565125,76813.8803333333,0.0290123447775841,0.037677176296711,"SC",3.7677176296711,1.88385881483555,"South Carolina-Textile mills-2020","313",9.4,31.5,20.45,"South Carolina-2020",54.864,5.5,56.2,13.4,89.6,9.6,41.04
"732",2021,"South Carolina","Textile mills",0,57,"Total",2129,2071869.88488333,34770.3246166667,42454.5565166666,0.0167820993810892,0.020490936934948,"SC",2.0490936934948,1.0245468467474,"South Carolina-Textile mills-2021","313",10.2,37,23.6,"South Carolina-2021",59.318,5.6,55.3,13.5,90,10.7,42.54
"733",2018,"South Dakota","Textile mills",0.504827173426747,45,"Total",1961,387490.143583333,21700.51755,27474.3539083333,0.0560027584433556,0.0709033608436584,"SD",7.09033608436584,3.7975816288963,"South Dakota-Textile mills-2018","313",10,31.2,20.6,"South Dakota-2018",56.274,3,64.8,10.1,90.2,9,NA
"734",2019,"South Dakota","Textile mills",4.11147298291326,45,"Total",1851,395244.70635,22003.0634333333,26360.6463916667,0.0556694716215134,0.0666944980621338,"SD",6.66944980621338,5.39046139456332,"South Dakota-Textile mills-2019","313",9.6,18.4,14,"South Dakota-2019",59.533,3,64.1,10.7,89.8,7.7,NA
"735",2020,"South Dakota","Textile mills",0,45,"Total",1687,384721.135241667,16515.3959833333,21238.2168583333,0.0429282262921333,0.0552041865885258,"SD",5.52041865885258,2.76020932942629,"South Dakota-Textile mills-2020","313",9.4,16.3,12.85,"South Dakota-2020",59.896,3.5,63.9,10,90.4,9,NA
"736",2021,"South Dakota","Textile mills",0,45,"Total",1639,393679.465108334,15624.0862833333,19559.3729666667,0.0396873280405998,0.0496834963560104,"SD",4.96834963560104,2.48417481780052,"South Dakota-Textile mills-2021","313",10.2,24.3,17.25,"South Dakota-2021",66.143,2.8,63,9.9,90.5,11,NA
"737",2018,"Tennessee","Textile mills",0.504827173426747,62,"Total",2998,2814395.59822501,154127.941516667,178588.418591667,0.05476413667202,0.0634553357958794,"TN",6.34553357958794,3.42518037650734,"Tennessee-Textile mills-2018","313",10,27.7,18.85,"Tennessee-2018",52.375,5.5,56.8,13.2,89.9,9.2,41.3
"738",2019,"Tennessee","Textile mills",4.11147298291326,62,"Total",3036,2947377.770525,133982.84375,161549.434941667,0.0454583205282688,0.054811242967844,"TN",5.4811242967844,4.79629863984883,"Tennessee-Textile mills-2019","313",9.6,33.1,21.35,"Tennessee-2019",56.071,4.5,57.4,13.1,89.9,9.7,41.33
"739",2020,"Tennessee","Textile mills",0,62,"Total",2477,2678164.34853333,116387.176483333,136827.9788,0.043457817286253,0.0510902106761932,"TN",5.10902106761932,2.55451053380966,"Tennessee-Textile mills-2020","313",9.4,30.1,19.75,"Tennessee-2020",54.833,5.3,56.9,12.9,90.3,9.3,47.95
"740",2021,"Tennessee","Textile mills",0,62,"Total",2466,2813727.16009167,144801.735383333,165147.805441667,0.0514626055955887,0.0586936101317406,"TN",5.86936101317406,2.93468050658703,"Tennessee-Textile mills-2021","313",10.2,33.4,21.8,"Tennessee-2021",59.695,5.3,56.3,13,90,10.2,44.12
"741",2018,"Texas","Textile mills",0.504827173426747,74,"Total",9231,11986297.6193417,511943.757441667,653595.217491666,0.0427107512950897,0.0545285306870937,"TX",5.45285306870937,2.97884012106806,"Texas-Textile mills-2018","313",10,17,13.5,"Texas-2018",60.629,4.9,57.9,8.4,82.3,11.1,37.45
"742",2019,"Texas","Textile mills",4.11147298291326,74,"Total",8737,12337273.4418916,496886.2541,642117.438958333,0.0402752086520195,0.0520469471812248,"TX",5.20469471812248,4.65808385051787,"Texas-Textile mills-2019","313",9.6,17.5,13.55,"Texas-2019",64.034,4.4,58.4,8.5,81.6,10.6,46.15
"743",2020,"Texas","Textile mills",0,74,"Total",7359,11614420.0565334,565634.305166667,695718.703183333,0.048701036721468,0.0599012859165668,"TX",5.99012859165668,2.99506429582834,"Texas-Textile mills-2020","313",9.4,15.2,12.3,"Texas-2020",63.826,5.3,58.3,8.4,82.7,10.7,52.12
"744",2021,"Texas","Textile mills",0,74,"Total",7703,12055787.6952583,452916.378825,570161.149125,0.0375683754682541,0.0472935624420643,"TX",4.72935624420643,2.36467812210321,"Texas-Textile mills-2021","313",10.2,18.7,14.45,"Texas-2021",66.963,6.2,58.4,8.7,82,11.8,45.9
"745",2018,"Utah","Textile mills",0.504827173426747,87,"Total",2580,1343387.52518333,55633.7811333333,75857.0604166667,0.0414130538702011,0.0564669966697693,"UT",5.64669966697693,3.07576342020184,"Utah-Textile mills-2018","313",10,23.4,16.7,"Utah-2018",71.414,3.2,60.6,10,90.6,6.1,38.06
"746",2019,"Utah","Textile mills",4.11147298291326,87,"Total",2683,1406118.63521667,61467.362575,83201.228475,0.0437142066657543,0.0591708458960056,"UT",5.91708458960056,5.01427878625691,"Utah-Textile mills-2019","313",9.6,28.5,19.05,"Utah-2019",75.78,3.2,62.6,9.7,90.3,6.2,48.24
"747",2020,"Utah","Textile mills",0,87,"Total",2447,1403750.248425,51074.593375,75246.693725,0.0363843888044357,0.0536040477454662,"UT",5.36040477454662,2.68020238727331,"Utah-Textile mills-2020","313",9.4,25.2,17.3,"Utah-2020",74.197,3.6,61.3,10,91,6.2,68.73
"748",2021,"Utah","Textile mills",0,87,"Total",2523,1467295.087225,51008.8956416667,95414.9950916667,0.0347638987004757,0.0650278180837631,"UT",6.50278180837631,3.25139090418816,"Utah-Textile mills-2021","313",10.2,27.7,18.95,"Utah-2021",79.449,3.5,61.1,10.9,91,7.7,NA
"749",2018,"Vermont","Textile mills",0.504827173426747,13,"Total",2255,291644.893325,30619.3036416667,33839.3298916667,0.104988306760788,0.116029217839241,"VT",11.6029217839241,6.05387447867543,"Vermont-Textile mills-2018","313",10,21,15.5,"Vermont-2018",60.782,3.8,63.7,9.7,96,9.3,32.66
"750",2019,"Vermont","Textile mills",4.11147298291326,13,"Total",2144,289926.216916667,32620.3463083333,34761.1161083333,0.112512581050396,0.119896419346333,"VT",11.9896419346333,8.05055745877326,"Vermont-Textile mills-2019","313",9.6,14.8,12.2,"Vermont-2019",63.001,3.4,62.2,10.3,95.5,6.1,37.83
"751",2020,"Vermont","Textile mills",0,13,"Total",1847,264710.260141667,31330.6180166667,36410.5888916667,0.11835815757513,0.137548834085464,"VT",13.7548834085464,6.87744170427322,"Vermont-Textile mills-2020","313",9.4,13.2,11.3,"Vermont-2020",63.477,3.8,62.8,10.5,96,7.7,40.07
"752",2021,"Vermont","Textile mills",0,13,"Total",1799,262992.142425,32358.6660583333,37435.95405,0.123040430247784,0.142346277832985,"VT",14.2346277832985,7.11731389164925,"Vermont-Textile mills-2021","313",10.2,19.1,14.65,"Vermont-2021",72.431,4.2,61.6,10.1,96.3,9.1,51.58
"753",2018,"Virginia","Textile mills",0.504827173426747,54,"Total",3123,3878307.61308334,167784.428866667,213206.47185,0.043262280523777,0.0549741014838219,"VA",5.49741014838219,3.00111866090447,"Virginia-Textile mills-2018","313",10,19.9,14.95,"Virginia-2018",72.577,4.2,60.4,7,91.2,8.4,38.15
